lam,behaviour,selfie
-1.0,0.28596875,0.2921145833333333
-0.6,0.3178125,0.3448541666666667
-0.3,0.34028125,0.38525
0.0,0.38937499999999997,0.40160416666666665
0.3,0.48618749999999994,0.4881666666666667
0.6,0.70275,0.7234479166666666
1.0,0.9541562499999999,0.9146979166666667
